1.000000000000000000e+00,1.000000000000000000e+00
1.002101640208574507e+00,1.009071197038617473e+00
1.003909358498606741e+00,1.018272490383806739e+00
1.005438147987745001e+00,1.027598802512837972e+00
1.006712328491939701e+00,1.037045372754531236e+00
1.007764663605137168e+00,1.046607941516285445e+00
1.008635133294121466e+00,1.056282978989773413e+00
1.009369550922410097e+00,1.066067891872461315e+00
1.010017939421317124e+00,1.075961196797947439e+00
1.010632672870514170e+00,1.085962668513622775e+00
1.011266699651403922e+00,1.096073425237985344e+00
1.011971601491032269e+00,1.106295989646194800e+00
1.012795764399972764e+00,1.116634289756855747e+00
1.013782659683421405e+00,1.127093610776475296e+00
1.014969253579800945e+00,1.137680516014342613e+00
1.016384704378743287e+00,1.148402686824343766e+00
1.018049340502234168e+00,1.159268744076146884e+00
1.019973918985044525e+00,1.170288028664022262e+00
1.022159187551546111e+00,1.181470362561625409e+00
1.024595889111653557e+00,1.192825769641657541e+00
1.027265057363788925e+00,1.204364200377445959e+00
1.030138686171838680e+00,1.216095247952230674e+00
1.033180712221573039e+00,1.228027874876757686e+00
1.036348279159611252e+00,1.240170156193933337e+00
1.039593207504138528e+00,1.252529048227933872e+00
1.042863868440369712e+00,1.265110195524632664e+00
1.046106749762173882e+00,1.277917784921025701e+00
1.049268524761119536e+00,1.290954433771865251e+00
1.052297896646951614e+00,1.304221145173028784e+00
1.055147387044228946e+00,1.317717316626286106e+00
1.057775038410651458e+00,1.331440800976264160e+00
1.060145881889763997e+00,1.345388030336991836e+00
1.062233170083671352e+00,1.359554188892143189e+00
1.064019314702507657e+00,1.373933436397359875e+00
1.065496499329820601e+00,1.388519173016445230e+00
1.066666955411144979e+00,1.403304339723743466e+00
1.067542837954283730e+00,1.418281737416081212e+00
1.068145815939131049e+00,1.433444363921696718e+00
1.068506266967789831e+00,1.448785749563548331e+00
1.068662199085895770e+00,1.464300282807460718e+00
1.068657884673100078e+00,1.479983510870724883e+00
1.068542272291718165e+00,1.495832406883186749e+00
1.068367240155088993e+00,1.511845590893789781e+00
1.068185743833082402e+00,1.528023496958462513e+00
1.068049920724613688e+00,1.544368477470239753e+00
1.068009230413298871e+00,1.560884841074947404e+00
1.068108685368975408e+00,1.577578821498656803e+00
1.068387236033267795e+00,1.594458469106703857e+00
1.068876382056596297e+00,1.611533490279877023e+00
1.069599036502716594e+00,1.628815004415200329e+00
1.070568697219235199e+00,1.646315260615946352e+00
1.071788950964726483e+00,1.664047298070661984e+00
1.073253342146081479e+00,1.682024574458701460e+00
1.074945565401547176e+00,1.700260573440828926e+00
1.076840064874333258e+00,1.718768395927618098e+00
1.078902882726388679e+00,1.737560365281927144e+00
1.081092905857016229e+00,1.756647640922306852e+00
1.083363258340698687e+00,1.776039873710935524e+00
1.085663005926029934e+00,1.795744899269450245e+00
1.087938914904937215e+00,1.815768492898526709e+00
1.090137358726480210e+00,1.836114187879362758e+00
1.092206199953696499e+00,1.856783171690121303e+00
1.094096635863528011e+00,1.877774256445724266e+00
1.095764922435431554e+00,1.899083941427584188e+00
1.097173917548868616e+00,1.920706544271610250e+00
1.098294387163833541e+00,1.942634428992888518e+00
1.099106044180884423e+00,1.964858287781297896e+00
1.099598212790824592e+00,1.987367528189465604e+00
1.099770279605737588e+00,2.010150640631445551e+00
1.099631578511675922e+00,2.033195700986623944e+00
1.099201171841226676e+00,2.056490813387193750e+00
1.098507128322079307e+00,2.080024605568022267e+00
1.097585445185935926e+00,2.103786732782184199e+00
1.096478804316621147e+00,2.127768312914397164e+00
1.095235074725967150e+00,2.151962322230460689e+00
1.093905563383470891e+00,2.176363963719191830e+00
1.092543176474805922e+00,2.200970935164305420e+00
1.091200561370653688e+00,2.225783607565554600e+00
1.089928201608655778e+00,2.250805119492886419e+00
1.088772625023340046e+00,2.276041367111314884e+00
1.087774735473733934e+00,2.301500889223953461e+00
